Nodes,Degree,Eigenvector,LFVC,Clustering,Ego,hopset,betweenness,closeness
2352,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,3.30E-07,0.240514367
2353,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2354,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2355,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2356,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2357,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2358,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2359,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2360,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2361,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2362,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2363,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2364,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2365,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2366,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2367,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,3.30E-07,0.240514367
2368,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,0,0.240514367
2369,0.000990099,2.22E-05,5.23E-06,0.666666667,0.166666667,59,6.61E-07,0.240514367
2370,0.000660066,2.14E-05,5.23E-06,1,0,59,0,0.240495277
2371,0.019141914,0.00059837,0.000708239,0.033272837,0.950393224,160,0.040358974,0.316581339
2372,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2373,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2374,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2375,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2376,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2377,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2378,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2379,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2380,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2381,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2382,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2383,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2384,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2385,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2386,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2387,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2388,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2389,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2390,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2391,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2392,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2393,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2394,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2395,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2396,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2397,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2398,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2399,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2400,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2401,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2402,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2403,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2404,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2405,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2406,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2407,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2408,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2409,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2410,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2411,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2412,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2413,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2414,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2415,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2416,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2417,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2418,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2419,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2420,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2421,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2422,0.017161716,0.000593433,0.000457517,0.036953243,0.94494721,154,0.038424364,0.316184911
2423,0.000660066,2.13E-05,1.96E-06,1,0,54,0,0.240304544
2424,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2425,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2426,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2427,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2428,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2429,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2430,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2431,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2432,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2433,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2434,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2435,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2436,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2437,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2438,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2439,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2440,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2441,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2442,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2443,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2444,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2445,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2446,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2447,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2448,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2449,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2450,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2451,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2452,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2453,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2454,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2455,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2456,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2457,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2458,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2459,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2460,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2461,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2462,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2463,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2464,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2465,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2466,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2467,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2468,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2469,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2470,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,6.61E-07,0.240323604
2471,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,0,0.240323604
2472,0.000990099,2.20E-05,1.96E-06,0.666666667,0.166666667,54,3.30E-07,0.240323604
2473,0.000660066,2.13E-05,1.96E-06,1,0,54,0,0.240304544
2474,0.017491749,0.00059425,0.000477174,0.03628447,0.945936139,155,0.026960364,0.316250913
2475,0.000660066,4.25E-05,6.69E-05,1,0,53,0,0.241954803
2476,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2477,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2478,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2479,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2480,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2481,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2482,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2483,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2484,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2485,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2486,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2487,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2488,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2489,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2490,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2491,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2492,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2493,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2494,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2495,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2496,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2497,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2498,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2499,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2500,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2501,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2502,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2503,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2504,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2505,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2506,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2507,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2508,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2509,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2510,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2511,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2512,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2513,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2514,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2515,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2516,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2517,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2518,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2519,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2520,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,3.30E-07,0.241974126
2521,0.000990099,4.40E-05,6.69E-05,0.666666667,0.166666667,53,0,0.241974126
2522,0.000660066,4.25E-05,6.69E-05,1,0,53,0,0.241954803
2523,0.000330033,4.10E-05,6.69E-05,0,0,52,0,0.241935484
2524,0.017161716,0.001188171,0.014753054,0.036199095,0.946455505,175,0.02437516,0.319115324
2525,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2526,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2527,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2528,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,6.61E-07,0.240285488
2529,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2530,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2531,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2532,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2533,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2534,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2535,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2536,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2537,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2538,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2539,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2540,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2541,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2542,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2543,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2544,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2545,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2546,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2547,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2548,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2549,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2550,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2551,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2552,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2553,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2554,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2555,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2556,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2557,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2558,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2559,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2560,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2561,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2562,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2563,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2564,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2565,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2566,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2567,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2568,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2569,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2570,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2571,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2572,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2573,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2574,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2575,0.017161716,0.000593433,0.000457517,0.036953243,0.94494721,154,0.036460362,0.316184911
2576,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2577,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2578,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2579,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2580,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2581,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2582,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2583,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2584,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2585,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2586,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2587,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2588,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2589,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2590,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2591,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2592,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2593,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2594,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2595,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2596,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2597,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2598,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2599,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2600,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2601,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2602,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2603,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2604,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2605,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2606,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2607,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2608,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2609,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2610,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2611,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2612,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2613,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2614,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2615,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2616,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2617,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2618,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2619,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2620,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2621,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2622,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2623,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,3.30E-07,0.240285488
2624,0.000990099,2.20E-05,1.68E-06,0.666666667,0.166666667,53,0,0.240285488
2625,0.000660066,2.12E-05,1.68E-06,1,0,53,0,0.240266434
2626,0.017161716,0.000593433,0.000457517,0.036953243,0.94494721,154,0.030564392,0.316184911
2627,0.000660066,4.26E-05,7.76E-05,1,0,54,0,0.241993451
2628,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2629,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2630,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2631,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2632,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2633,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2634,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2635,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2636,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2637,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2638,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2639,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2640,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2641,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2642,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2643,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,3.30E-07,0.24201278
2644,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2645,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2646,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2647,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2648,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2649,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2650,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2651,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2652,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2653,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2654,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
2655,0.000990099,4.41E-05,7.76E-05,0.666666667,0.166666667,54,0,0.24201278
